1,3,2,8,4,6,9,5,7
8,5,6,7,9,3,4,1,2
9,4,7,5,2,1,6,8,3
7,9,5,6,3,4,1,2,8
6,1,3,2,5,8,7,4,9
2,8,4,9,1,7,5,3,6
5,7,9,1,8,2,3,6,4
3,6,8,4,7,5,2,9,1
4,2,1,3,6,9,8,7,5
